LEVELHP = [
	38715, 2500, 
	41415, 2700, 
	44115, 2700, 
	46915, 2800, 
	49915, 3000, 
	53115, 3200, 
	56415, 3300, 
	59715, 3300, 
	63015, 3300, 
	66515, 3500, 
	70015, 3500, 
	73715, 3700, 
	77515, 3800, 
	81515, 4000, 
	85715, 4200, 
	90015, 4300, 
	94515, 4500, 
	99215, 4700, 
	103915, 4700, 
	108615, 4700, 
	113315, 4700, 
	118015, 4700, 
	122715, 4700, 
	127415, 4700, 
	132115, 4700, 
	136815, 4700, 
	141615, 4800, 
	146515, 4900, 
	151515, 5000, 
	156615, 5100, 
	161815, 5200, 
	167115, 5300, 
	172515, 5400, 
	178015, 5500, 
	183615, 5600, 
	189315, 5700, 
	195115, 5800, 
	201015, 5900, 
	207015, 6000, 
	213115, 6100, 
	219315, 6200, 
	225615, 6300, 
	232015, 6400, 
	238515, 6500, 
	245115, 6600, 
	251815, 6700, 
	258615, 6800, 
]
LEVELHXP = [
	0, 0, 
	25, 25, 
	55, 30, 
	95, 40, 
	155, 60, 
	235, 80, 
	335, 100, 
	465, 130, 
	615, 150, 
	795, 180, 
	975, 180, 
	1185, 210, 
	1405, 220, 
	1625, 220, 
	1855, 230, 
	2095, 240, 
	2365, 270, 
	2645, 280, 
	2935, 290, 
	3225, 290, 
	3525, 300, 
	3835, 310, 
	4155, 320, 
	4485, 330, 
	4825, 340, 
	5175, 350, 
	5535, 360, 
	5905, 370, 
	6285, 380, 
	6675, 390, 
	7075, 400, 
	7605, 530, 
	8285, 680, 
	9115, 830, 
	10095, 980, 
	11195, 1100, 
	12595, 1400, 
	14295, 1700, 
	16295, 2000, 
	18595, 2300, 
	21195, 2600, 
	24195, 3000, 
	27495, 3300, 
	31195, 3700, 
	35295, 4100, 
	39795, 4500, 
	44795, 5000, 
	50195, 5400, 
	56095, 5900, 
	62495, 6400, 
	69495, 7000, 
	76995, 7500, 
	85095, 8100, 
	93795, 8700, 
	103095, 9300, 
	113095, 10000, 
	124095, 11000, 
	135095, 11000, 
	147095, 12000, 
	160095, 13000, 
	174095, 14000, 
	189095, 15000, 
	204095, 15000, 
	220095, 16000, 
	237095, 17000, 
	255095, 18000, 
	275095, 20000, 
	296095, 21000, 
	318095, 22000, 
	341095, 23000, 
	365095, 24000, 
	391095, 26000, 
	418095, 27000, 
	446095, 28000, 
	476095, 30000, 
	507095, 31000, 
	540095, 33000, 
	575095, 35000, 
	611095, 36000, 
	649095, 38000, 
	687095, 38000, 
	731095, 42000, 
	775095, 44000, 
	821095, 46000, 
	869095, 48000, 
	919095, 50000, 
	971095, 52000, 
	1025095, 54000, 
	1081095, 56000, 
	1139095, 58000, 
	1199095, 60000, 
	1261095, 62000, 
	1325095, 64000, 
	1391095, 66000, 
	1459095, 68000, 
	1529095, 70000, 
	1601095, 72000, 
	1675095, 74000, 
	1751095, 76000, 
	1829095, 78000, 
]
LEVELFEAT = [
	20, 20, 
	24, 24, 
	32, 32, 
	48, 48, 
	64, 64, 
	80, 80, 
	104, 104, 
	120, 120, 
	144, 144, 
	144, 144, 
	168, 168, 
	176, 176, 
	176, 176, 
	184, 184, 
	192, 192, 
	216, 216, 
	224, 224, 
	232, 232, 
	232, 232, 
	240, 240, 
	248, 248, 
	256, 256, 
	264, 264, 
	272, 272, 
	280, 280, 
	288, 288, 
	296, 296, 
	304, 304, 
	312, 312, 
	320, 320, 
	424, 424, 
	544, 544, 
	664, 664, 
	784, 784, 
	880, 880, 
	1120, 1120, 
	1360, 1360, 
	1600, 1600, 
	1840, 1840, 
	2080, 2080, 
	2400, 2400, 
	2640, 2640, 
	2960, 2960, 
	3280, 3280, 
	3600, 3600, 
	4000, 4000, 
	4320, 4320, 
	4720, 4720, 
	5120, 5120, 
	5600, 5600, 
	6000, 6000, 
	6480, 6480, 
	6960, 6960, 
	7440, 7440, 
	8000, 8000, 
	8800, 8800, 
	8800, 8800, 
	9600, 9600, 
	10400, 10400, 
	11200, 11200, 
	12000, 12000, 
	12000, 12000, 
	12800, 12800, 
	13600, 13600, 
	14400, 14400, 
	16000, 16000, 
	16800, 16800, 
	17600, 17600, 
	18400, 18400, 
	19200, 19200, 
	20800, 20800, 
	21600, 21600, 
	22400, 22400, 
	24000, 24000, 
	24800, 24800, 
	26400, 26400, 
	28000, 28000, 
	28800, 28800, 
	30400, 30400, 
	35000, 35000, 
	38000, 35000, 
	35200, 35200, 
	36800, 36800, 
	38400, 38400, 
	40000, 40000, 
	41600, 41600, 
	43200, 43200, 
	44800, 44800, 
	46400, 46400, 
	48000, 48000, 
	49600, 49600, 
	51200, 51200, 
	52800, 52800, 
	54400, 54400, 
	56000, 56000, 
	57600, 57600, 
	59200, 59200, 
	60800, 60800, 
	62400, 62400, 
	64000, 64000, 
	65600, 65600, 
]
LEVELIMIT = [
	0, 9, 
	1, 10, 
	2, 10, 
	3, 11, 
	4, 11, 
	5, 12, 
	6, 12, 
	7, 13, 
	8, 13, 
	9, 14, 
	10, 14, 
	11, 15, 
	12, 15, 
	13, 16, 
	14, 16, 
	15, 17, 
	16, 17, 
	17, 18, 
	18, 18, 
	19, 19, 
	20, 20, 
	21, 21, 
	22, 22, 
	23, 23, 
	24, 24, 
	25, 25, 
	26, 26, 
	27, 27, 
	28, 28, 
	29, 29, 
	30, 30, 
	31, 31, 
	32, 32, 
	33, 33, 
	34, 34, 
	35, 35, 
	36, 36, 
	37, 37, 
	38, 38, 
	39, 39, 
	40, 40, 
	41, 41, 
	42, 42, 
	43, 43, 
	44, 44, 
	45, 45, 
	46, 46, 
	47, 47, 
	48, 48, 
	49, 49, 
	50, 50, 
	51, 51, 
	52, 52, 
	53, 53, 
	54, 54, 
	55, 55, 
	56, 56, 
	57, 57, 
	58, 58, 
	59, 59, 
	60, 60, 
	61, 61, 
	62, 62, 
	63, 63, 
	64, 64, 
	65, 65, 
	66, 66, 
	67, 67, 
	68, 68, 
	69, 69, 
	70, 70, 
	71, 71, 
	72, 72, 
	73, 73, 
	74, 74, 
	75, 75, 
	76, 76, 
	77, 77, 
	78, 78, 
	79, 79, 
	80, 80, 
	81, 81, 
	82, 82, 
	83, 83, 
	84, 84, 
	85, 85, 
	86, 86, 
	87, 87, 
	88, 88, 
	89, 89, 
	90, 90, 
	91, 91, 
	92, 92, 
	93, 93, 
	94, 94, 
	95, 95, 
	96, 96, 
	97, 97, 
	98, 98, 
	99, 99, 
]
HPBUY = [
	0, 50, 120, 
	1, 50, 120, 
	2, 100, 120, 
	3, 100, 120, 
	4, 100, 120, 
	5, 100, 120, 
	6, 500, 120, 
	7, 500, 120, 
	8, 500, 120, 
	9, 500, 120, 
	10, 1000, 120, 
	11, 1000, 120, 
	12, 1000, 120, 
	13, 1000, 120, 
	14, 1500, 120, 
	15, 1500, 120, 
	16, 1500, 120, 
	17, 1500, 120, 
	18, 2000, 120, 
	19, 2000, 120, 
	20, 2000, 120, 
]
GOLDBUY = [
	0, 20, 23850, 
	1, 20, 23760, 
	2, 20, 23980, 
	3, 20, 24000, 
	4, 20, 24150, 
	5, 40, 26120, 
	6, 40, 26130, 
	7, 40, 26140, 
	8, 40, 26150, 
	9, 40, 26160, 
	10, 40, 26170, 
	11, 40, 26180, 
	12, 40, 26190, 
	13, 40, 26200, 
	14, 40, 26210, 
	15, 40, 26220, 
	16, 40, 26230, 
	17, 40, 26240, 
	18, 40, 26250, 
	19, 40, 26260, 
	20, 40, 26270, 
	21, 60, 31030, 
	22, 60, 31040, 
	23, 60, 31050, 
	24, 60, 31060, 
	25, 60, 31070, 
	26, 60, 31080, 
	27, 60, 31090, 
	28, 60, 31100, 
	29, 60, 31110, 
	30, 60, 31120, 
	31, 80, 35320, 
	32, 80, 35330, 
	33, 80, 35340, 
	34, 80, 35350, 
	35, 80, 35360, 
	36, 80, 35370, 
	37, 80, 35380, 
	38, 80, 35390, 
	39, 80, 35400, 
	40, 80, 35410, 
	41, 80, 35420, 
	42, 80, 35430, 
	43, 80, 35440, 
	44, 80, 35450, 
	45, 80, 35460, 
	46, 80, 35470, 
	47, 80, 35480, 
	48, 80, 35490, 
	49, 80, 35500, 
	50, 80, 35510, 
	51, 100, 38130, 
	52, 100, 38140, 
	53, 100, 38150, 
	54, 100, 38160, 
	55, 100, 38170, 
	56, 100, 38180, 
	57, 100, 38190, 
	58, 100, 38200, 
	59, 100, 38210, 
	60, 100, 38220, 
	61, 100, 38230, 
	62, 100, 38240, 
	63, 100, 38250, 
	64, 100, 38260, 
	65, 100, 38270, 
	66, 100, 38280, 
	67, 100, 38290, 
	68, 100, 38300, 
	69, 100, 38310, 
	70, 100, 38320, 
	71, 100, 38330, 
	72, 100, 38340, 
	73, 100, 38350, 
	74, 100, 38360, 
	75, 100, 38370, 
	76, 100, 38380, 
	77, 100, 38390, 
	78, 100, 38400, 
	79, 100, 38410, 
	80, 100, 38420, 
	81, 100, 38430, 
	82, 100, 38440, 
	83, 100, 38450, 
	84, 100, 38460, 
	85, 100, 38470, 
	86, 100, 38480, 
	87, 100, 38490, 
	88, 100, 38500, 
	89, 100, 38510, 
	90, 100, 38520, 
	91, 110, 39110, 
	92, 110, 39120, 
	93, 110, 39130, 
	94, 110, 39140, 
	95, 110, 39150, 
	96, 110, 39160, 
	97, 110, 39170, 
	98, 110, 39180, 
	99, 110, 39190, 
	100, 120, 39888, 
]
BOOKBUY = [
	0, 20, 50, 
	1, 20, 50, 
	2, 50, 50, 
	3, 50, 50, 
	4, 50, 50, 
	5, 50, 50, 
	6, 50, 50, 
	7, 50, 50, 
	8, 50, 50, 
	9, 50, 50, 
	10, 50, 50, 
	11, 70, 50, 
	12, 70, 50, 
	13, 70, 50, 
	14, 70, 50, 
	15, 70, 50, 
	16, 70, 50, 
	17, 90, 50, 
	18, 90, 50, 
	19, 90, 50, 
	20, 100, 50, 
]
BLACKMARKET = [
	0, 0, 100, 0, 0, 2002, 1, 0, 10, 
	0, 0, 100, 1, 0, 3026, 3, 0, 300, 
	0, 0, 100, 2, 0, 1109, 1, 0, 229, 
	0, 0, 100, 3, 0, 4002, 100, 0, 500, 
	0, 0, 100, 4, 0, 2007, 1, 0, 10, 
	0, 0, 100, 5, 0, 3010, 3, 0, 120, 
	0, 0, 100, 6, 0, 1001, 1, 3000, 0, 
	0, 0, 100, 7, 0, 3011, 3, 0, 120, 
	0, 0, 100, 8, 0, 1004, 1, 0, 5, 
	0, 0, 100, 9, 0, 2018, 1, 0, 10, 
	0, 0, 100, 10, 0, 1505, 1, 0, 389, 
	0, 0, 100, 11, 0, 1510, 1, 80000, 0, 
	0, 0, 100, 0, 1, 2004, 1, 0, 10, 
	0, 0, 100, 1, 1, 2008, 1, 0, 10, 
	0, 0, 100, 2, 1, 1121, 1, 0, 228, 
	0, 0, 100, 3, 1, 4002, 100, 0, 500, 
	0, 0, 100, 4, 1, 1122, 1, 80000, 0, 
	0, 0, 100, 5, 1, 1201, 1, 0, 488, 
	0, 0, 100, 6, 1, 3013, 3, 0, 120, 
	0, 0, 100, 7, 1, 1002, 1, 3750, 0, 
	0, 0, 100, 8, 1, 3014, 3, 0, 120, 
	0, 0, 100, 9, 1, 2014, 1, 0, 10, 
	0, 0, 100, 10, 1, 3015, 3, 0, 120, 
	0, 0, 100, 11, 1, 1005, 1, 0, 8, 
	0, 0, 100, 0, 2, 3025, 1, 0, 100, 
	0, 0, 100, 1, 2, 2007, 1, 0, 10, 
	0, 0, 100, 2, 2, 1606, 1, 0, 492, 
	0, 0, 100, 3, 2, 1205, 1, 0, 489, 
	0, 0, 100, 4, 2, 2006, 1, 0, 10, 
	0, 0, 100, 5, 2, 4002, 100, 0, 500, 
	0, 0, 100, 6, 2, 3016, 3, 0, 120, 
	0, 0, 100, 7, 2, 3017, 3, 0, 120, 
	0, 0, 100, 8, 2, 1003, 1, 3750, 0, 
	0, 0, 100, 9, 2, 1101, 1, 0, 227, 
	0, 0, 100, 10, 2, 2006, 1, 0, 10, 
	0, 0, 100, 11, 2, 1006, 1, 0, 8, 
	0, 0, 100, 0, 3, 3018, 3, 0, 120, 
	0, 0, 100, 1, 3, 1509, 1, 0, 388, 
	0, 0, 100, 2, 3, 2010, 1, 0, 10, 
	0, 0, 100, 3, 3, 3019, 3, 0, 120, 
	0, 0, 100, 4, 3, 1502, 1, 80000, 0, 
	0, 0, 100, 5, 3, 1601, 1, 80000, 0, 
	0, 0, 100, 6, 3, 2001, 1, 0, 10, 
	0, 0, 100, 7, 3, 1001, 1, 3000, 0, 
	0, 0, 100, 8, 3, 3020, 3, 0, 120, 
	0, 0, 100, 9, 3, 1005, 1, 0, 8, 
	0, 0, 100, 10, 3, 2001, 1, 0, 10, 
	0, 0, 100, 11, 3, 4002, 100, 0, 500, 
	0, 0, 100, 0, 4, 1105, 1, 0, 229, 
	0, 0, 100, 1, 4, 1003, 1, 3750, 0, 
	0, 0, 100, 2, 4, 2013, 1, 0, 10, 
	0, 0, 100, 3, 4, 3021, 3, 0, 120, 
	0, 0, 100, 4, 4, 1210, 1, 80000, 0, 
	0, 0, 100, 5, 4, 4002, 100, 0, 500, 
	0, 0, 100, 6, 4, 1301, 1, 0, 438, 
	0, 0, 100, 7, 4, 3027, 1, 0, 100, 
	0, 0, 100, 8, 4, 2002, 1, 0, 10, 
	0, 0, 100, 9, 4, 3001, 3, 0, 120, 
	0, 0, 100, 10, 4, 2003, 1, 0, 10, 
	0, 0, 100, 11, 4, 1006, 1, 0, 8, 
	0, 0, 100, 0, 5, 2016, 1, 0, 10, 
	0, 0, 100, 1, 5, 3027, 1, 0, 100, 
	0, 0, 100, 2, 5, 1608, 1, 0, 489, 
	0, 0, 100, 3, 5, 4002, 100, 0, 500, 
	0, 0, 100, 4, 5, 3002, 3, 0, 120, 
	0, 0, 100, 5, 5, 1202, 1, 80000, 0, 
	0, 0, 100, 6, 5, 1004, 1, 0, 5, 
	0, 0, 100, 7, 5, 1106, 1, 80000, 0, 
	0, 0, 100, 8, 5, 2001, 1, 0, 10, 
	0, 0, 100, 9, 5, 3003, 3, 0, 120, 
	0, 0, 100, 10, 5, 2005, 1, 0, 10, 
	0, 0, 100, 11, 5, 1002, 1, 3750, 0, 
	0, 0, 100, 0, 6, 1114, 1, 80000, 0, 
	0, 0, 100, 1, 6, 2015, 1, 0, 10, 
	0, 0, 100, 2, 6, 1003, 1, 3750, 0, 
	0, 0, 100, 3, 6, 2020, 1, 0, 10, 
	0, 0, 100, 4, 6, 3023, 3, 0, 120, 
	0, 0, 100, 5, 6, 2005, 1, 0, 10, 
	0, 0, 100, 6, 6, 3001, 3, 0, 120, 
	0, 0, 100, 7, 6, 1006, 1, 0, 8, 
	0, 0, 100, 8, 6, 1302, 1, 70000, 0, 
	0, 0, 100, 9, 6, 1610, 1, 80000, 0, 
	0, 0, 100, 10, 6, 4002, 100, 0, 500, 
	0, 0, 100, 11, 6, 3005, 3, 0, 120, 
	0, 0, 100, 0, 7, 1305, 1, 0, 437, 
	0, 0, 100, 1, 7, 1001, 1, 3000, 0, 
	0, 0, 100, 2, 7, 2008, 1, 0, 10, 
	0, 0, 100, 3, 7, 4002, 100, 0, 500, 
	0, 0, 100, 4, 7, 3025, 1, 0, 100, 
	0, 0, 100, 5, 7, 1110, 1, 80000, 0, 
	0, 0, 100, 6, 7, 2012, 1, 0, 10, 
	0, 0, 100, 7, 7, 1004, 1, 0, 5, 
	0, 0, 100, 8, 7, 1309, 1, 0, 436, 
	0, 0, 100, 9, 7, 3006, 3, 0, 120, 
	0, 0, 100, 10, 7, 2005, 1, 0, 10, 
	0, 0, 100, 11, 7, 3007, 3, 0, 120, 
	0, 0, 100, 0, 8, 1310, 1, 70000, 0, 
	0, 0, 100, 1, 8, 1005, 1, 0, 8, 
	0, 0, 100, 2, 8, 2004, 1, 0, 10, 
	0, 0, 100, 3, 8, 3024, 3, 0, 120, 
	0, 0, 100, 4, 8, 1401, 1, 0, 338, 
	0, 0, 100, 5, 8, 4002, 100, 0, 500, 
	0, 0, 100, 6, 8, 3022, 3, 0, 120, 
	0, 0, 100, 7, 8, 2003, 1, 0, 10, 
	0, 0, 100, 8, 8, 3023, 3, 0, 120, 
	0, 0, 100, 9, 8, 1206, 1, 80000, 0, 
	0, 0, 100, 10, 8, 2011, 1, 0, 10, 
	0, 0, 100, 11, 8, 1002, 1, 3750, 0, 
	0, 0, 100, 0, 9, 1117, 1, 0, 228, 
	0, 0, 100, 1, 9, 3004, 3, 0, 120, 
	0, 0, 100, 2, 9, 2004, 1, 0, 10, 
	0, 0, 100, 3, 9, 2002, 1, 0, 10, 
	0, 0, 100, 4, 9, 3024, 3, 0, 120, 
	0, 0, 100, 5, 9, 1406, 1, 70000, 0, 
	0, 0, 100, 6, 9, 1004, 1, 0, 5, 
	0, 0, 100, 7, 9, 2006, 1, 0, 10, 
	0, 0, 100, 8, 9, 3026, 1, 0, 100, 
	0, 0, 100, 9, 9, 1409, 1, 0, 336, 
	0, 0, 100, 10, 9, 4002, 100, 0, 500, 
	0, 0, 100, 11, 9, 1003, 1, 3750, 0, 
	0, 0, 100, 0, 10, 1113, 1, 0, 227, 
	0, 0, 100, 1, 10, 2019, 1, 0, 10, 
	0, 0, 100, 2, 10, 3008, 3, 0, 120, 
	0, 0, 100, 3, 10, 1501, 1, 0, 390, 
	0, 0, 100, 4, 10, 1209, 1, 0, 390, 
	0, 0, 100, 5, 10, 4002, 100, 0, 500, 
	0, 0, 100, 6, 10, 1005, 1, 0, 8, 
	0, 0, 100, 7, 10, 3020, 3, 0, 120, 
	0, 0, 100, 8, 10, 2007, 1, 0, 10, 
	0, 0, 100, 9, 10, 2002, 1, 0, 10, 
	0, 0, 100, 10, 10, 3021, 3, 0, 120, 
	0, 0, 100, 11, 10, 1001, 1, 3000, 0, 
	0, 0, 100, 0, 11, 2017, 1, 0, 10, 
	0, 0, 100, 1, 11, 1118, 1, 80000, 0, 
	0, 0, 100, 2, 11, 4002, 100, 0, 500, 
	0, 0, 100, 3, 11, 2003, 1, 0, 10, 
	0, 0, 100, 4, 11, 3009, 3, 0, 120, 
	0, 0, 100, 5, 11, 1405, 1, 0, 337, 
	0, 0, 100, 6, 11, 3025, 1, 0, 100, 
	0, 0, 100, 7, 11, 1506, 1, 80000, 0, 
	0, 0, 100, 8, 11, 1006, 1, 0, 8, 
	0, 0, 100, 9, 11, 3023, 3, 0, 120, 
	0, 0, 100, 10, 11, 2021, 1, 0, 10, 
	0, 0, 100, 11, 11, 1002, 1, 3750, 0, 
	1, 0, 100, 0, 0, 1510, 1, 80000, 0, 
	1, 0, 100, 1, 0, 2004, 1, 0, 10, 
	1, 0, 100, 2, 0, 2008, 1, 0, 10, 
	1, 0, 100, 3, 0, 1121, 1, 0, 228, 
	1, 0, 100, 4, 0, 4002, 100, 0, 500, 
	1, 0, 100, 5, 0, 1122, 1, 80000, 0, 
	1, 0, 100, 6, 0, 1201, 1, 0, 488, 
	1, 0, 100, 7, 0, 3013, 3, 0, 120, 
	1, 0, 100, 8, 0, 1002, 1, 3750, 0, 
	1, 0, 100, 9, 0, 3014, 3, 0, 120, 
	1, 0, 100, 10, 0, 2014, 1, 0, 10, 
	1, 0, 100, 11, 0, 3015, 3, 0, 120, 
	1, 0, 100, 0, 1, 1005, 1, 0, 8, 
	1, 0, 100, 1, 1, 3025, 1, 0, 100, 
	1, 0, 100, 2, 1, 2007, 1, 0, 10, 
	1, 0, 100, 3, 1, 1606, 1, 0, 492, 
	1, 0, 100, 4, 1, 1205, 1, 0, 489, 
	1, 0, 100, 5, 1, 2006, 1, 0, 10, 
	1, 0, 100, 6, 1, 4002, 100, 0, 500, 
	1, 0, 100, 7, 1, 3016, 3, 0, 120, 
	1, 0, 100, 8, 1, 3017, 3, 0, 120, 
	1, 0, 100, 9, 1, 1003, 1, 3750, 0, 
	1, 0, 100, 10, 1, 1101, 1, 0, 227, 
	1, 0, 100, 11, 1, 2006, 1, 0, 10, 
	1, 0, 100, 0, 2, 1006, 1, 0, 8, 
	1, 0, 100, 1, 2, 3018, 3, 0, 120, 
	1, 0, 100, 2, 2, 1509, 1, 0, 388, 
	1, 0, 100, 3, 2, 2010, 1, 0, 10, 
	1, 0, 100, 4, 2, 3019, 3, 0, 120, 
	1, 0, 100, 5, 2, 1502, 1, 80000, 0, 
	1, 0, 100, 6, 2, 1601, 1, 80000, 0, 
	1, 0, 100, 7, 2, 2001, 1, 0, 10, 
	1, 0, 100, 8, 2, 1001, 1, 3000, 0, 
	1, 0, 100, 9, 2, 3020, 3, 0, 120, 
	1, 0, 100, 10, 2, 1005, 1, 0, 8, 
	1, 0, 100, 11, 2, 2001, 1, 0, 10, 
	1, 0, 100, 0, 3, 4002, 100, 0, 500, 
	1, 0, 100, 1, 3, 1105, 1, 0, 229, 
	1, 0, 100, 2, 3, 1003, 1, 3750, 0, 
	1, 0, 100, 3, 3, 2013, 1, 0, 10, 
	1, 0, 100, 4, 3, 3021, 3, 0, 120, 
	1, 0, 100, 5, 3, 1210, 1, 80000, 0, 
	1, 0, 100, 6, 3, 4002, 100, 0, 500, 
	1, 0, 100, 7, 3, 1301, 1, 0, 438, 
	1, 0, 100, 8, 3, 3027, 1, 0, 100, 
	1, 0, 100, 9, 3, 2002, 1, 0, 10, 
	1, 0, 100, 10, 3, 3001, 3, 0, 120, 
	1, 0, 100, 11, 3, 2003, 1, 0, 10, 
	1, 0, 100, 0, 4, 1006, 1, 0, 8, 
	1, 0, 100, 1, 4, 2016, 1, 0, 10, 
	1, 0, 100, 2, 4, 3027, 1, 0, 100, 
	1, 0, 100, 3, 4, 1608, 1, 0, 489, 
	1, 0, 100, 4, 4, 4002, 100, 0, 500, 
	1, 0, 100, 5, 4, 3002, 3, 0, 120, 
	1, 0, 100, 6, 4, 1202, 1, 80000, 0, 
	1, 0, 100, 7, 4, 1004, 1, 0, 5, 
	1, 0, 100, 8, 4, 1106, 1, 80000, 0, 
	1, 0, 100, 9, 4, 2001, 1, 0, 10, 
	1, 0, 100, 10, 4, 3003, 3, 0, 120, 
	1, 0, 100, 11, 4, 2005, 1, 0, 10, 
	1, 0, 100, 0, 5, 1002, 1, 3750, 0, 
	1, 0, 100, 1, 5, 1114, 1, 80000, 0, 
	1, 0, 100, 2, 5, 2015, 1, 0, 10, 
	1, 0, 100, 3, 5, 1003, 1, 3750, 0, 
	1, 0, 100, 4, 5, 2020, 1, 0, 10, 
	1, 0, 100, 5, 5, 3023, 3, 0, 120, 
	1, 0, 100, 6, 5, 2005, 1, 0, 10, 
	1, 0, 100, 7, 5, 3001, 3, 0, 120, 
	1, 0, 100, 8, 5, 1006, 1, 0, 8, 
	1, 0, 100, 9, 5, 1302, 1, 70000, 0, 
	1, 0, 100, 10, 5, 1610, 1, 80000, 0, 
	1, 0, 100, 11, 5, 4002, 100, 0, 500, 
	1, 0, 100, 0, 6, 3005, 3, 0, 120, 
	1, 0, 100, 1, 6, 1305, 1, 0, 437, 
	1, 0, 100, 2, 6, 1001, 1, 3000, 0, 
	1, 0, 100, 3, 6, 2008, 1, 0, 10, 
	1, 0, 100, 4, 6, 4002, 100, 0, 500, 
	1, 0, 100, 5, 6, 3025, 1, 0, 100, 
	1, 0, 100, 6, 6, 1110, 1, 80000, 0, 
	1, 0, 100, 7, 6, 2012, 1, 0, 10, 
	1, 0, 100, 8, 6, 1004, 1, 0, 5, 
	1, 0, 100, 9, 6, 1309, 1, 0, 436, 
	1, 0, 100, 10, 6, 3006, 3, 0, 120, 
	1, 0, 100, 11, 6, 2005, 1, 0, 10, 
	1, 0, 100, 0, 7, 3007, 3, 0, 120, 
	1, 0, 100, 1, 7, 1310, 1, 70000, 0, 
	1, 0, 100, 2, 7, 1005, 1, 0, 8, 
	1, 0, 100, 3, 7, 2004, 1, 0, 10, 
	1, 0, 100, 4, 7, 3024, 3, 0, 120, 
	1, 0, 100, 5, 7, 1401, 1, 0, 338, 
	1, 0, 100, 6, 7, 4002, 100, 0, 500, 
	1, 0, 100, 7, 7, 3022, 3, 0, 120, 
	1, 0, 100, 8, 7, 2003, 1, 0, 10, 
	1, 0, 100, 9, 7, 3023, 3, 0, 120, 
	1, 0, 100, 10, 7, 1206, 1, 80000, 0, 
	1, 0, 100, 11, 7, 2011, 1, 0, 10, 
	1, 0, 100, 0, 8, 1002, 1, 3750, 0, 
	1, 0, 100, 1, 8, 1117, 1, 0, 228, 
	1, 0, 100, 2, 8, 3004, 3, 0, 120, 
	1, 0, 100, 3, 8, 2004, 1, 0, 10, 
	1, 0, 100, 4, 8, 2002, 1, 0, 10, 
	1, 0, 100, 5, 8, 3024, 3, 0, 120, 
	1, 0, 100, 6, 8, 1406, 1, 70000, 0, 
	1, 0, 100, 7, 8, 1004, 1, 0, 5, 
	1, 0, 100, 8, 8, 2006, 1, 0, 10, 
	1, 0, 100, 9, 8, 3026, 1, 0, 100, 
	1, 0, 100, 10, 8, 1409, 1, 0, 336, 
	1, 0, 100, 11, 8, 4002, 100, 0, 500, 
	1, 0, 100, 0, 9, 1003, 1, 3750, 0, 
	1, 0, 100, 1, 9, 1113, 1, 0, 227, 
	1, 0, 100, 2, 9, 2019, 1, 0, 10, 
	1, 0, 100, 3, 9, 3008, 3, 0, 120, 
	1, 0, 100, 4, 9, 1501, 1, 0, 390, 
	1, 0, 100, 5, 9, 1209, 1, 0, 390, 
	1, 0, 100, 6, 9, 4002, 100, 0, 500, 
	1, 0, 100, 7, 9, 1005, 1, 0, 8, 
	1, 0, 100, 8, 9, 3020, 3, 0, 120, 
	1, 0, 100, 9, 9, 2007, 1, 0, 10, 
	1, 0, 100, 10, 9, 2002, 1, 0, 10, 
	1, 0, 100, 11, 9, 3021, 3, 0, 120, 
	1, 0, 100, 0, 10, 1001, 1, 3000, 0, 
	1, 0, 100, 1, 10, 2017, 1, 0, 10, 
